ORIGIN,DEST,AIR_TIME,ELAPSED_TIME
LAS,OAK,66.01500600240097,86.47779111644658
LAS,OGG,343.67164179104475,367.18905472636817
LAS,OKC,118.89007092198581,138.0035460992908
LAS,OMA,132.30188679245282,151.14016172506737
LAS,ONT,35.66990291262136,54.18608414239482
LAS,ORD,181.07828983897835,210.24375347029428
LAS,ORF,246.86666666666667,275.3333333333333
LAS,PAE,136.9903846153846,163.32692307692307
LAS,PDX,114.15537848605578,135.57529880478089
LAS,PHL,248.91489361702128,275.15602836879435
LAS,PHX,45.454987834549875,67.93965936739659
LAS,PIA,162.97674418604652,188.51162790697674
LAS,PIT,217.5979381443299,239.4192439862543
LAS,PSC,113.25490196078431,138.7843137254902
LAS,PSP,34.955555555555556,55.766666666666666
LAS,PVU,52.54545454545455,79.81818181818181
LAS,RAP,105.52173913043478,131.0
LAS,RDM,99.21052631578948,122.42105263157895
LAS,RDU,230.9061224489796,253.96326530612245
LAS,RFD,171.9090909090909,198.21818181818182
LAS,RIC,244.5625,274.25
LAS,RNO,57.29894394800975,75.3671811535337
LAS,RSW,233.33333333333334,258.6666666666667
LAS,SAN,45.3368017524644,65.54928806133626
LAS,SAT,130.14169381107493,149.06351791530943
LAS,SBA,50.417582417582416,67.73076923076923
LAS,SBN,185.42857142857142,209.3095238095238
LAS,SCK,55.969849246231156,78.7286432160804
LAS,SDF,189.68987341772151,211.5379746835443
LAS,SEA,130.3541064795708,158.1023524556335
LAS,SFB,243.0,271.25
LAS,SFO,68.02257761053622,94.05032925682032
LAS,SGF,144.75438596491227,169.0701754385965
LAS,SHV,146.1451612903226,170.79032258064515
LAS,SJC,62.19373942470389,80.57952622673434
LAS,SLC,56.14896650035638,78.9087669280114
LAS,SMF,67.50652920962199,86.69690721649485
LAS,SMX,55.03921568627451,77.2156862745098
LAS,SNA,41.34963503649635,62.613868613138685
LAS,STL,161.22349102773245,180.7389885807504
LAS,TPA,227.15954415954417,248.1196581196581
LAS,TUL,128.88172043010752,148.8548387096774
LAS,TUS,54.854111405835546,72.15119363395226
LAS,TYS,195.96875,220.25
LAS,VPS,193.93333333333334,235.06666666666666
LAS,XNA,139.29545454545453,168.20454545454547
LAW,DFW,29.734513274336283,56.165929203539825
LAX,ABQ,90.14754098360656,110.12816691505216
LAX,ACV,88.28846153846153,115.42307692307692
LAX,ANC,300.2112676056338,327.2887323943662
LAX,ASE,103.56386292834891,129.70093457943926
LAX,ATL,224.6105410447761,248.89319029850745
LAX,AUS,149.7043189368771,172.3734219269103
LAX,BDL,286.8030303030303,311.8181818181818
LAX,BIH,53.0,79.33333333333333
LAX,BIL,120.83333333333333,140.66666666666666
LAX,BLI,139.65573770491804,160.7377049180328
LAX,BNA,208.41472392638036,228.63680981595093
LAX,BOI,98.39176829268293,119.76829268292683
LAX,BOS,296.08560794044666,321.60235732009926
LAX,BTR,203.0,226.0
LAX,BUF,252.30434782608697,272.30434782608694
LAX,BWI,266.09981851179674,287.1197822141561
LAX,BZN,129.48275862068965,155.19704433497537
LAX,CHS,252.72413793103448,279.8965517241379
LAX,CID,183.9090909090909,206.27272727272728
LAX,CLE,236.41726618705036,260.2086330935252
LAX,CLT,247.6333676622039,275.49124613800205
LAX,CMH,231.21019108280254,253.77707006369425
LAX,COS,114.01840490797547,139.54601226993864
LAX,CVG,218.10471204188482,239.00523560209425
LAX,DAL,156.32548476454295,176.64127423822714
LAX,DCA,266.03614457831327,289.11359724612737
